date,open,high,low,close,volume,volumeNotional,tradesDone
2017-12-13T00:00:00+00:00,16996.59171646405,17292.06490694706,16993.763028283727,17199.733732871417,3363.059783039999,57843732.7960163,16547.0
2017-12-13T01:00:00+00:00,17174.037543731585,17221.09194685245,16750.15685647441,16952.813967430004,3965.6908209299995,67229618.73957105,21486.0
2017-12-13T02:00:00+00:00,16923.878729650933,17010.837286264446,15957.360194838076,16333.264098261467,9207.616596149997,150390433.5804532,36045.0
2017-12-13T03:00:00+00:00,16411.756706795415,16661.670341808498,16244.301138751678,16471.617093283363,4120.259351379998,67867334.36095141,21703.0
2017-12-13T04:00:00+00:00,16567.71250464143,16630.768500158025,16293.99955143901,16568.5368466103,3316.9035490799997,54956238.669584446,16548.0
2017-12-13T05:00:00+00:00,16503.465703434525,16904.978398792297,16500.908986431044,16776.080914896844,4382.552097359997,73522048.59906217,17790.0
2017-12-13T06:00:00+00:00,16742.684147290747,16745.53707133652,16529.690306694145,16669.783277933737,2079.9613758599994,34672505.362059064,15547.0
2017-12-13T07:00:00+00:00,16645.803445601003,16697.63611765093,16478.741022502505,16531.175812408823,2276.5653099599995,37634301.387379736,15766.0
2017-12-13T08:00:00+00:00,16508.88226875662,16684.760321811867,16378.885370467146,16567.27062716772,2936.251926429998,48645680.29470834,18231.0
2017-12-13T09:00:00+00:00,16577.807840689384,16666.386188961573,16428.183872048077,16618.76968575213,2429.9375222599997,40382572.03320612,18590.0
2017-12-13T10:00:00+00:00,16662.13534534654,16788.775014918625,16581.318148903156,16612.612550619844,3234.3624291799997,53731209.88424895,18579.0
2017-12-13T11:00:00+00:00,16624.868877716395,16753.016360673915,16579.036120103716,16659.211461669074,2190.761829609999,36496364.581626005,15748.0
2017-12-13T12:00:00+00:00,16655.16350411838,17148.73147800144,16651.52532114228,16992.700872017045,5214.607009729998,88610257.08146514,27272.0
2017-12-13T13:00:00+00:00,16986.07462124355,17132.392424095473,16859.931415123927,16973.736152224184,3171.7150925399987,53835855.13080125,19821.0
2017-12-13T14:00:00+00:00,16955.439013643547,17127.835541415097,16864.436446794447,16946.442386971416,3243.8899377099997,54972393.9390788,21032.0
2017-12-13T15:00:00+00:00,16972.742599621768,17108.747708590254,16889.879354064826,16902.365222215252,2279.5931071599994,38530515.25526278,13900.0
2017-12-13T16:00:00+00:00,15969.99999977,16091.75732373,15700.21738358,15901.0,281.72390351,4479691.78971251,5032.0
2017-12-13T18:00:00+00:00,16270.93098887112,16344.696182428188,15554.050308368092,16103.857550730596,10485.230663849994,168852660.9971927,46206.0
2017-12-13T19:00:00+00:00,16110.94202904008,16436.53841381333,15918.109259146164,16367.254715527966,5434.5667128999985,88948937.65856382,27456.0
2017-12-13T20:00:00+00:00,16339.890825224278,16440.339949617486,16055.417068784567,16126.016479866883,4046.2779886399985,65250345.52693124,20876.0
2017-12-13T21:00:00+00:00,16154.707656632303,16684.085283060813,16139.601476020183,16622.8049032146,4426.93301675,73588043.8570345,21140.0
2017-12-13T22:00:00+00:00,16529.92067074849,16612.285181430518,16217.921181704833,16297.546334201686,3521.86851675,57397815.33469929,19973.0
2017-12-13T23:00:00+00:00,16333.802759497119,16441.800734672393,16051.722292182962,16226.150481695322,4017.6847867199995,65191557.93733668,20287.0
2017-12-14T00:00:00+00:00,16250.076999842244,16486.877572442998,16149.417685800228,16479.96433230788,2671.121787389999,44019991.78343766,17195.0
2017-12-14T01:00:00+00:00,16468.74682756793,16478.895551824167,16091.846046054177,16270.43987854144,2770.087735539999,45070545.959388554,17606.0
2017-12-14T02:00:00+00:00,16260.45362494987,16272.471727744785,15885.28365056608,16037.32329299818,4583.22562098,73502671.0084086,21601.0
2017-12-14T03:00:00+00:00,16039.735617409668,16177.467075482458,15961.741112527845,16101.190664407908,2704.780130749999,43550180.59050789,16615.0
2017-12-14T04:00:00+00:00,16086.076154614673,16486.457145535565,16070.938880921494,16335.259085238138,4481.22195984,73201921.73244502,24455.0
2017-12-14T05:00:00+00:00,16298.131802237936,16389.334994167224,16081.364188475678,16170.928644615213,3992.0075225399996,64554468.79576149,26175.0
2017-12-14T06:00:00+00:00,16180.864355715643,16378.188465479885,16106.654908690965,16152.094714088475,2822.105455899999,45582914.61684262,20074.0
2017-12-14T07:00:00+00:00,16143.273162838403,16503.19915712936,16060.08092129129,16497.91316817297,2776.0356107399994,45798794.45774453,20241.0
2017-12-14T08:00:00+00:00,16496.739025382278,16903.574192630564,16432.79232036511,16584.908835208465,6620.71106743,109803889.47758228,38275.0
2017-12-14T09:00:00+00:00,16596.265907868947,16689.819789533034,16326.12552782425,16334.43671025601,2652.56725651,43328191.97116001,20563.0
2017-12-14T10:00:00+00:00,16334.168400321223,16638.77152536059,16301.22739147846,16521.103846523136,2502.501999389999,41344095.40805395,18204.0
2017-12-14T11:00:00+00:00,16501.05722355601,16588.834641625686,16348.534452221957,16513.306946219487,2401.1650479900004,39651175.46599272,17145.0
2017-12-14T12:00:00+00:00,16520.049352814196,16730.860306936116,16427.150408673147,16630.49685991349,2994.060294219999,49792710.321417354,22098.0
2017-12-14T13:00:00+00:00,16588.25200020121,16683.03556573141,16420.10683645315,16498.297889948317,3681.100202419999,60731887.70227419,25254.0
2017-12-14T14:00:00+00:00,16532.31672774741,16548.38467758903,16177.540806603374,16189.68716776878,4322.931464749999,69986908.06200695,27660.0
2017-12-14T15:00:00+00:00,16187.009420719563,16393.98371170371,15985.960469742186,16356.154624060959,5788.41419695,94676197.63342384,32912.0
2017-12-14T16:00:00+00:00,16376.323754851954,16463.548323423176,16287.676756957071,16355.035529240215,3232.5022149399992,52867688.573691376,20984.0
2017-12-14T17:00:00+00:00,16343.978252635789,16581.517546393658,16315.950842640486,16451.06808390016,4148.57162774,68248434.29888725,23960.0
2017-12-14T18:00:00+00:00,16460.509336292624,16634.183525603366,16373.533726431695,16420.61788125827,4171.20583777,68493777.16609493,27999.0
