date,open,high,low,close,volume,volumeNotional,tradesDone
2021-07-06T00:00:00+00:00,33689.415932049036,34166.8493730605,33637.49914737365,34044.88555898944,2857.8499995193997,97295176.17839599,54275.0
2021-07-06T01:00:00+00:00,34043.502341713465,34072.79085482514,33765.36159734134,33771.746481673246,1792.2788067475,60528385.48595241,37673.0
2021-07-06T02:00:00+00:00,33772.50654366855,33926.489970971015,33702.75677587553,33919.91628006556,1634.6141118981002,55445973.825797275,34960.0
2021-07-06T03:00:00+00:00,33918.275528039405,33967.399587380365,33832.5201176234,33919.842464281086,1264.7174987521998,42899018.31949423,28821.0
2021-07-06T04:00:00+00:00,33919.73660744947,34801.37423991795,33909.14588526215,34656.63765034647,6292.396533483478,218073306.61323312,85778.0
2021-07-06T05:00:00+00:00,34656.44198426349,34908.204579770856,34623.14178124551,34792.82990534109,3662.368859558199,127424176.78122644,57845.0
2021-07-06T06:00:00+00:00,34793.399433057835,34820.616983823194,34641.68173426518,34675.188582494,2079.6661784791,72112816.9273974,40598.0
2021-07-06T07:00:00+00:00,34676.27298507037,34958.672577635305,34675.677574593734,34874.49359998299,2389.6685128581,83338479.25775068,43608.0
2021-07-06T08:00:00+00:00,34875.31878792472,35128.876286456536,34719.84238766467,34988.158023953016,3729.1002130180036,130474347.54023077,54175.0
2021-07-06T09:00:00+00:00,34987.81648850212,35013.35968696695,34033.87378319903,34206.125087457374,5497.214194926096,188038396.38418832,84219.0
2021-07-06T10:00:00+00:00,34206.92746628716,34219.43180165321,33778.47897090072,33920.329213022465,4633.418239526299,157167072.06635502,67410.0
2021-07-06T11:00:00+00:00,33920.20324851112,34279.48589122989,33734.096742489244,34070.07477084035,4153.296700563694,141503129.13368958,62160.0
2021-07-06T12:00:00+00:00,34070.978971086304,34463.99189566798,33806.01147603944,34395.44307220042,6926.759285875491,238248954.69216606,93435.0
2021-07-06T13:00:00+00:00,34398.7428838832,34518.67536066254,33795.410272207286,34148.00522767604,4444.564105680199,151772998.31550872,77634.0
2021-07-06T14:00:00+00:00,34145.19205120514,34246.75488601821,33963.853473805524,34141.90717743651,3002.0540611783003,102495851.09839582,51686.0
2021-07-06T15:00:00+00:00,34139.54668065563,34191.634419478476,33880.06965069395,34044.95175056589,3197.866171432702,108871199.5111932,53708.0
2021-07-06T16:00:00+00:00,34044.874064421674,34147.513248859235,33756.58548912437,34059.225566942725,2943.3332184669994,100247650.00644304,69648.0
2021-07-06T17:00:00+00:00,34059.890699683325,34059.90796874458,33533.85459779605,33947.56094085849,4238.331002247599,143880999.9863302,73246.0
2021-07-06T18:00:00+00:00,33948.7158503076,34112.19453116409,33790.721495533326,33838.691018789075,2579.3384771426,87281437.76090239,48304.0
2021-07-06T19:00:00+00:00,33821.36629997068,34188.190432526484,33762.73884177043,34023.95949340329,2268.2887157014998,77176163.38237159,40500.0
2021-07-06T20:00:00+00:00,34025.201395569326,34104.63708234527,33844.90112151426,33959.594353350454,1734.3991161083,58899490.42984744,38818.0
2021-07-06T21:00:00+00:00,33957.596511230615,33973.325217390135,33635.45745068149,33765.75966040721,2262.7500840276,76403475.50884217,50888.0
2021-07-06T22:00:00+00:00,33766.17365328768,34156.66204554959,33691.03974173655,34023.61003362401,1959.2719059860005,66661503.27910293,44191.0
2021-07-06T23:00:00+00:00,34023.110458152274,34328.68098437898,33968.69943201306,34226.75515893605,2185.159453534501,74790917.59935987,40516.0
