date,open,high,low,close,volume,volumeNotional,tradesDone
2021-01-04T00:00:00+00:00,33025.98240570515,33135.18486105108,32413.83936056018,32859.120048112025,7968.913284089997,261851478.25490788,132781.0
2021-01-04T01:00:00+00:00,32854.95404743429,33337.145876151364,32608.828392765772,33202.076007212876,5299.275101360001,175946934.69848546,97335.0
2021-01-04T02:00:00+00:00,33199.87331675737,33599.22978541751,32972.52919297374,33468.02723194561,4477.834832020001,149864298.0982,85073.0
2021-01-04T03:00:00+00:00,33469.95362414718,33539.801272019264,33182.97472445236,33533.89974435907,4658.11856612,156204880.9936057,83837.0
2021-01-04T04:00:00+00:00,33527.12241230085,33601.777713499236,33193.02978437839,33281.23799217938,4807.68200567,160005609.02142158,86796.0
2021-01-04T05:00:00+00:00,33277.77094983104,33333.637338903274,32818.86197489068,32831.39340291219,5484.868528010003,180075876.4063483,103353.0
2021-01-04T06:00:00+00:00,32829.23277607842,33406.60919921101,32829.22545034606,33141.85393616692,6509.60844889,215740492.39475045,109829.0
2021-01-04T07:00:00+00:00,33150.804754935045,33199.18321757087,31574.149442581067,32084.214586493446,14201.928101510008,455657708.7507986,195941.0
2021-01-04T08:00:00+00:00,32109.937373386652,32571.45853802508,31555.343145161132,32144.14292403271,3036.16715769,97594991.05804151,51415.0
2021-01-04T09:00:00+00:00,32063.61237398788,32153.973131939092,30280.36488313829,31041.57883869829,5482.289434640002,170178919.7019403,60202.0
2021-01-04T10:00:00+00:00,31055.78635461174,31267.20816794564,27851.621017272882,30272.53884807112,14492.456675069985,438723457.70004374,100832.0
2021-01-04T11:00:00+00:00,30270.31800375189,30950.189680197374,29332.008298281744,30767.08421664189,4018.778767549999,123646104.78926313,47383.0
2021-01-04T12:00:00+00:00,30946.58049269004,31459.04398782381,30666.208742808485,31247.624901180374,5573.271220490002,174151488.57041532,79147.0
2021-01-04T13:00:00+00:00,31237.77947653114,31412.79150144223,30600.228300978237,31402.49646190993,8718.500771999998,273782689.6458889,127852.0
